Date,Open,High,Low,Close,Volume
2005-01-03 00:00:00-05:00,82.46071756426616,82.59639148100932,81.3346525201671,81.60599517822266,55748000
2005-01-04 00:00:00-05:00,81.71453336182346,81.76880293132712,80.34426037215765,80.60881805419922,69167600
2005-01-05 00:00:00-05:00,80.5477621090877,80.8937241394336,80.04578153839132,80.05256652832031,65667300
2005-01-06 00:00:00-05:00,80.34423765856887,80.82586830703545,80.22213374942034,80.45955657958984,47814700
2005-01-07 00:00:00-05:00,80.70376502335444,80.88013848803136,80.13394505110188,80.34423828125,55847700
2005-01-10 00:00:00-05:00,80.27639740967473,81.03615563484682,80.27639740967473,80.72411346435547,56563300
2005-01-11 00:00:00-05:00,80.47992708024914,80.54776145269355,80.03899589621417,80.16788482666016,63099700
2005-01-12 00:00:00-05:00,80.31707705112474,80.61554915216367,79.72012249819116,80.4323959350586,72720500
2005-01-13 00:00:00-05:00,80.47990544902093,80.5409599906124,79.70658242505898,79.7879867553711,55537500
2005-01-14 00:00:00-05:00,80.0254419279356,80.4053186054071,79.88298817388379,80.2085952758789,42032500
2005-01-18 00:00:00-05:00,80.07966943380993,81.14468470973146,80.01182991238795,81.04293060302734,57391700
2005-01-19 00:00:00-05:00,81.0158073010504,81.0768566684599,80.18821470663552,80.19499969482422,54378900
2005-01-20 00:00:00-05:00,79.97116167975709,80.18144978737419,79.56415026886587,79.70660400390625,72049300
2005-01-21 00:00:00-05:00,79.90331677158758,80.04577048784483,79.12999364023096,79.21817779541016,63160400
2005-01-24 00:00:00-05:00,79.42845559916167,79.59804407401727,78.94004513893834,79.06214904785156,58441900
2005-01-25 00:00:00-05:00,79.30636570880067,79.68624227869822,79.17747679740111,79.2860107421875,68245000
2005-01-26 00:00:00-05:00,79.5845021430744,79.77444046142571,79.3945638247231,79.52345275878906,57195100
2005-01-27 00:00:00-05:00,79.49630751085176,79.87618409755594,79.3538537908377,79.65911102294922,55878800
2005-01-28 00:00:00-05:00,79.699810607116,79.74051536671311,79.1028609458051,79.65911102294922,60738900
2005-01-31 00:00:00-05:00,80.01184562178132,80.21535387514602,79.84904212434748,80.15430450439453,52532700
2005-02-01 00:00:00-05:00,80.21536976160051,80.77840488871135,80.113615614766,80.6630859375,49841200
2005-02-02 00:00:00-05:00,80.7648034002574,81.12433009343764,80.65626948129209,80.90725708007812,52468900
2005-02-03 00:00:00-05:00,80.7648329673067,80.83267251385276,80.43244092604021,80.6969985961914,48837100
2005-02-04 00:00:00-05:00,80.72413206676377,81.69417856668413,80.71056726293365,81.55850982666016,50024600
2005-02-07 00:00:00-05:00,81.57210092379405,81.75525429940568,81.37537756454758,81.44999694824219,45412000
2005-02-08 00:00:00-05:00,81.51778709788954,81.8433992477855,81.44995274282816,81.544921875,39263500
2005-02-09 00:00:00-05:00,81.6874065132647,81.73489109733593,80.8937333900321,80.93443298339844,55279400
2005-02-10 00:00:00-05:00,81.17186322373345,81.41606596581478,80.90052051811553,81.22612762451172,45858600
2005-02-11 00:00:00-05:00,81.19896616426782,82.10796315318687,81.03616266454722,81.9248046875,53133000
2005-02-14 00:00:00-05:00,81.87054689105675,81.9858658303267,81.72809317041204,81.86376190185547,32432100
2005-02-15 00:00:00-05:00,81.94518392759417,82.37254518174161,81.86377956590498,82.16903686523438,43852700
2005-02-16 00:00:00-05:00,82.03336641726514,82.39289328365929,81.85699289161525,82.22330474853516,55523000
2005-02-17 00:00:00-05:00,82.23686387764137,82.30469824765335,81.55172483702975,81.55850982666016,58124000
2005-02-18 00:00:00-05:00,81.5652990681622,81.7281077855252,81.33466114837823,81.66705322265625,47723300
2005-02-22 00:00:00-05:00,81.33464392891928,81.72130549379102,80.43921687471997,80.4527816772461,80697600
2005-02-23 00:00:00-05:00,80.67664660229588,81.11079277611124,80.46635850494393,81.02938842773438,68292600
2005-02-24 00:00:00-05:00,80.88694585075942,81.61956956085918,80.71057750144126,81.56529998779297,68563600
2005-02-25 00:00:00-05:00,81.58563493621119,82.53533159031083,81.52458555919549,82.37252807617188,60899900
2005-02-28 00:00:00-05:00,82.18255028256594,82.28430437078501,81.42957727534389,81.82980346679688,69381300
2005-03-01 00:00:00-05:00,81.95877256119918,82.43361853719179,81.93163776608061,82.23690032958984,47294400
2005-03-02 00:00:00-05:00,81.91804449585655,82.71171756945927,81.84342512906335,82.1961669921875,64226500
2005-03-03 00:00:00-05:00,82.52858006348026,82.69138363342078,81.87735543285383,82.2301025390625,61230800
2005-03-04 00:00:00-05:00,82.79313633327735,83.32225180774996,82.61676278330911,83.2544174194336,56168500
2005-03-07 00:00:00-05:00,83.20692080594407,83.6071472619769,83.03054728146334,83.29510498046875,43442400
2005-03-08 00:00:00-05:00,83.21367006390233,83.43752808868234,82.83379354337582,82.9830322265625,44362000
2005-03-09 00:00:00-05:00,82.73883216086983,82.95590521798722,82.05369322182464,82.06047821044922,73263600
2005-03-10 00:00:00-05:00,82.21650993092717,82.42001821892397,81.6738297886536,82.24364471435547,65149000
2005-03-11 00:00:00-05:00,82.29113777958717,82.56926545684215,81.51103467113916,81.66705322265625,57976500
2005-03-14 00:00:00-05:00,81.81629253394183,82.18938937789721,81.5924344275686,82.17581939697266,36336400
2005-03-15 00:00:00-05:00,82.36574410224505,82.39287888417442,81.45675219704772,81.49745178222656,62438500
2005-03-16 00:00:00-05:00,81.19896043595357,81.5110077869299,80.65628041669251,80.8055191040039,74874200
2005-03-17 00:00:00-05:00,80.93441824078101,81.22611068278002,80.71056534261061,80.96833801269531,62584200
2005-03-18 00:00:00-05:00,81.11610080649493,81.40212728316469,80.46232377592493,80.72792053222656,60232000
2005-03-21 00:00:00-05:00,80.84369772264876,80.89136880522555,80.19673228828397,80.42827606201172,61244300
2005-03-22 00:00:00-05:00,80.61213591390738,80.99350448919974,79.61103820800781,79.61103820800781,92472400
2005-03-23 00:00:00-05:00,79.64511569607286,80.16950287834669,79.50891406719501,79.67916870117188,70817300
2005-03-24 00:00:00-05:00,79.99243897474709,80.35337797815288,79.72003051315956,79.7745132446289,51932500
2005-03-28 00:00:00-05:00,79.96517885772113,80.31931133347103,79.89026641845703,79.89026641845703,46765500
2005-03-29 00:00:00-05:00,79.77452212290521,80.29209773794769,79.16841595619171,79.35910034179688,71160300
2005-03-30 00:00:00-05:00,79.52934581349122,80.49639091207874,79.52253417314645,80.48277282714844,62002100
