Date,Open,High,Low,Close,Volume
2005-01-03 00:00:00-05:00,44.77458313855254,45.10970501579948,44.76442957363567,45.058929443359375,1168000
2005-01-04 00:00:00-05:00,45.04874384190882,45.0639761154156,44.58667755126953,44.58667755126953,1935400
2005-01-05 00:00:00-05:00,44.67808085541406,44.96243086877727,44.65269502092176,44.82533264160156,1094100
2005-01-06 00:00:00-05:00,44.83046816776226,44.95740912286163,44.79492485529166,44.85585403442383,1057400
2005-01-07 00:00:00-05:00,45.06912903733205,45.124983381437524,44.86094395949682,44.957420349121094,738700
2005-01-10 00:00:00-05:00,45.00816951896199,45.04879154060832,44.92185062841045,45.028480529785156,379400
2005-01-11 00:00:00-05:00,45.140157619575525,45.33310627671699,45.05891363303606,45.292484283447266,844100
2005-01-12 00:00:00-05:00,45.12490553689072,45.41433033254809,45.08936227685998,45.353397369384766,722000
2005-01-13 00:00:00-05:00,45.571780679780915,45.79011917114258,45.56162711284883,45.79011917114258,1876700
2005-01-14 00:00:00-05:00,45.64795875464881,45.90184061215639,45.602258005854,45.78505325317383,1043800
2005-01-18 00:00:00-05:00,45.59716206892657,45.94751623597357,45.56161878027172,45.93736267089844,1251600
2005-01-19 00:00:00-05:00,46.104928819740714,46.125235951331554,45.83581090205964,46.06938552856445,655800
2005-01-20 00:00:00-05:00,45.911955984279714,46.21661318503537,45.876412708756995,46.160762786865234,1064200
2005-01-21 00:00:00-05:00,46.00335920176895,46.23185503594245,45.962737203614516,46.211544036865234,606300
2005-01-24 00:00:00-05:00,46.252193737067735,46.46037871429011,46.20649686339235,46.409603118896484,561400
2005-01-25 00:00:00-05:00,46.38924699274116,46.40955798593224,45.95764904072682,45.97288131713867,1942200
2005-01-26 00:00:00-05:00,46.13029828806324,46.16584156661634,46.018589734345824,46.05921173095703,709800
2005-01-27 00:00:00-05:00,45.96272388358021,46.054121415977136,45.87132635118328,45.97288131713867,463900
2005-01-28 00:00:00-05:00,46.31821405500536,46.51116290272071,46.29282431565293,46.43499755859375,1128000
2005-01-31 00:00:00-05:00,46.37407155534288,46.587331434345316,46.35376053725733,46.567020416259766,1313900
2005-02-01 00:00:00-05:00,46.60520670605408,46.63578630519518,46.40643153452619,46.49307632446289,948200
2005-02-02 00:00:00-05:00,46.482888432180154,46.6154065319054,46.42682323185624,46.60011672973633,760300
2005-02-03 00:00:00-05:00,46.41155204132331,46.60523331594953,46.41155204132331,46.574649810791016,505800
2005-02-04 00:00:00-05:00,47.130200170976735,47.36975085033135,47.12510227245336,47.22194290161133,3483900
2005-02-07 00:00:00-05:00,47.267800667910414,47.61438379945612,47.24741296740111,47.5736083984375,1064600
2005-02-08 00:00:00-05:00,47.5889057422143,47.971166406846955,47.56851804014044,47.843746185302734,1383800
2005-02-09 00:00:00-05:00,47.62458913180745,48.032331557983746,47.59400563064037,47.97117233276367,2125800
2005-02-10 00:00:00-05:00,47.65007860612666,47.746919246572034,47.27291573113799,47.323883056640625,1240000
2005-02-11 00:00:00-05:00,47.12510496479649,47.39014126335276,47.094525349023634,47.29330062866211,1275200
