Date,Open,High,Low,Close,Volume,log_return,vol_20,vol_60
2004-03-30 00:00:00-05:00,75.0097941841637,75.5241066342915,74.95635766841399,75.45731353759766,39059900,0.003369457201903956,0.009883398140163499,0.007594933631565726
2004-03-31 00:00:00-05:00,75.470662119991,75.74452041219422,75.06321764855791,75.54413604736328,48517600,0.0011499561040254074,0.00987478057450898,0.007469862919365346
2004-04-01 00:00:00-05:00,75.52409164540835,76.05844650488156,75.51073506711505,75.99832916259766,45103800,0.005994286480555954,0.00996804810089858,0.007507199269581132
2004-04-02 00:00:00-05:00,76.68627208752511,76.70630949367765,76.0784486849706,76.57272338867188,50987700,0.007529566457200934,0.01010210973811948,0.0075556412989747105
2004-04-05 00:00:00-04:00,76.45252260809828,77.06702707580138,76.43916603096785,76.9935531616211,30251800,0.005480771375581425,0.009795523231056926,0.007570496172216112
2004-04-06 00:00:00-04:00,76.69966614786837,76.93344447835074,76.55939914957894,76.74642181396484,28420900,-0.0032149291107036525,0.009778676796570447,0.007490822559152256
2004-04-07 00:00:00-04:00,76.7798114604099,76.79985396987571,76.21874349900999,76.56607055664062,45890500,-0.002352728570614412,0.008931428551224089,0.007443286317674801
2004-04-08 00:00:00-04:00,77.0870694959548,77.0870694959548,75.97160420741554,76.39241027832031,46929700,-0.002270686162527229,0.008339386641681287,0.007407762756614899
2004-04-12 00:00:00-04:00,76.53266589440119,76.86663632847068,76.52598505884416,76.6929702758789,23085200,0.003926702636983378,0.007919769683065403,0.007348939776115007
2004-04-13 00:00:00-04:00,76.98686503134775,77.01358327729393,75.49067383426733,75.61758422851562,56210300,-0.014121200213314847,0.00808834198454327,0.007572795340283558
2004-04-14 00:00:00-04:00,75.21681520979419,75.90479343045646,75.17674039180889,75.73780822753906,62322300,0.001588632190200626,0.008028798633416387,0.0075579316839065516
2004-04-15 00:00:00-04:00,75.77788160563927,75.99830329233808,75.04982858082572,75.45059204101562,61602500,-0.0037994519623238358,0.007714809195053776,0.007573278533079458
2004-04-16 00:00:00-04:00,75.73115412292104,76.17867849764752,75.46398178073815,76.03173065185547,47059200,0.0076727297484385625,0.007896824507665224,0.007570143861329304
2004-04-19 00:00:00-04:00,75.84470797393313,76.13859856953147,75.65768020002501,76.03173065185547,28277600,0.0,0.007075750978309118,0.007563128157691754
2004-04-20 00:00:00-04:00,76.1987058456234,76.35901024894936,74.66243960112881,74.75595092773438,53299400,-0.016921941555550282,0.007552294085737813,0.007860414919176847
2004-04-21 00:00:00-04:00,74.9429791419809,75.44393489853421,74.7225624820464,75.25691223144531,50177300,0.0066789361313098145,0.007624498672706663,0.007734359552410042
2004-04-22 00:00:00-04:00,75.1300025841372,76.59278984387412,75.10328433380607,76.312255859375,62071500,0.013925796337174827,0.008115345463412143,0.007840316116418106
2004-04-23 00:00:00-04:00,76.4258170215168,76.52600920254484,76.00501597638231,76.3857421875,29395700,0.0009625055303697251,0.007688429365304806,0.007694611487252802
2004-04-26 00:00:00-04:00,76.47924634273406,76.77314202053068,75.87809840905258,76.27886199951172,35515200,-0.001400196280197921,0.00771143236298928,0.007696692645070267
2004-04-27 00:00:00-04:00,76.29891693252264,76.8933841259499,76.1185699750639,76.34567260742188,43485500,0.0008754898070568505,0.007123740304850279,0.007697206830954614
2004-04-28 00:00:00-04:00,76.07179808785217,76.15195284030541,75.14336052987301,75.35710144042969,50165800,-0.01303318501200053,0.0077255182871660754,0.007863284098774223
2004-04-29 00:00:00-04:00,75.29032904646405,75.69109272686451,74.24834245822552,74.69586181640625,69687600,-0.008813473455537183,0.007960614747910108,0.007940993558229017
