Date,Open,High,Low,Close,Volume,log_return,vol_20,vol_60
2005-01-03 00:00:00-05:00,44.77458313855254,45.10970501579948,44.76442957363567,45.058929443359375,1168000,,,
2005-01-04 00:00:00-05:00,45.04874384190882,45.0639761154156,44.58667755126953,44.58667755126953,1935400,-0.010536071461626637,,
2005-01-05 00:00:00-05:00,44.67808085541406,44.96243086877727,44.65269502092176,44.82533264160156,1094100,0.005338335567661919,,
2005-01-06 00:00:00-05:00,44.83046816776226,44.95740912286163,44.79492485529166,44.85585403442383,1057400,0.0006806643652233179,,
2005-01-07 00:00:00-05:00,45.06912903733205,45.12498338143752,44.86094395949682,44.95742034912109,738700,0.002261722639338448,,
2005-01-10 00:00:00-05:00,45.00816951896199,45.04879154060832,44.92185062841045,45.02848052978516,379400,0.0015793628722051937,,
2005-01-11 00:00:00-05:00,45.140157619575525,45.33310627671699,45.05891363303606,45.29248428344727,844100,0.005845918631695475,,
2005-01-12 00:00:00-05:00,45.12490553689072,45.41433033254809,45.08936227685998,45.353397369384766,722000,0.0013439793181034844,,
2005-01-13 00:00:00-05:00,45.57178067978092,45.79011917114258,45.56162711284883,45.79011917114258,1876700,0.009583241039021223,,
2005-01-14 00:00:00-05:00,45.64795875464881,45.90184061215639,45.602258005854,45.78505325317383,1043800,-0.00011063955086968614,,
2005-01-18 00:00:00-05:00,45.59716206892657,45.94751623597357,45.56161878027172,45.93736267089844,1251600,0.003321097818541605,,
2005-01-19 00:00:00-05:00,46.10492881974072,46.125235951331554,45.83581090205964,46.06938552856445,655800,0.0028698535892635576,,
2005-01-20 00:00:00-05:00,45.911955984279714,46.21661318503537,45.876412708757,46.160762786865234,1064200,0.0019815058279348,,
2005-01-21 00:00:00-05:00,46.00335920176895,46.23185503594245,45.96273720361452,46.211544036865234,606300,0.0010994908942267682,,
2005-01-24 00:00:00-05:00,46.252193737067735,46.46037871429011,46.20649686339235,46.40960311889648,561400,0.004276763784512812,,
2005-01-25 00:00:00-05:00,46.38924699274116,46.40955798593224,45.95764904072682,45.97288131713867,1942200,-0.00945471552735139,,
2005-01-26 00:00:00-05:00,46.13029828806324,46.16584156661634,46.018589734345824,46.05921173095703,709800,0.0018760942249762566,,
2005-01-27 00:00:00-05:00,45.96272388358021,46.054121415977136,45.87132635118328,45.97288131713867,463900,-0.0018760942249761781,,
2005-01-28 00:00:00-05:00,46.31821405500536,46.51116290272071,46.29282431565293,46.43499755859375,1128000,0.01000174659098308,,
2005-01-31 00:00:00-05:00,46.37407155534288,46.58733143434532,46.35376053725733,46.567020416259766,1313900,0.002839141541746478,,
2005-02-01 00:00:00-05:00,46.60520670605408,46.63578630519518,46.40643153452619,46.49307632446289,948200,-0.0015891689338080781,0.005005628420095005,
2005-02-02 00:00:00-05:00,46.48288843218016,46.6154065319054,46.42682323185624,46.60011672973633,760300,0.0022996407993731193,0.004116044502711732,
2005-02-03 00:00:00-05:00,46.41155204132331,46.60523331594953,46.41155204132331,46.574649810791016,505800,-0.0005466484226373315,0.004090790255523401,
2005-02-04 00:00:00-05:00,47.130200170976735,47.36975085033135,47.12510227245336,47.22194290161133,3483900,0.013802278910212596,0.004862066233928801,
2005-02-07 00:00:00-05:00,47.267800667910414,47.61438379945612,47.24741296740111,47.5736083984375,1064600,0.007419485518700611,0.004980192683497461,
2005-02-08 00:00:00-05:00,47.5889057422143,47.97116640684696,47.56851804014044,47.843746185302734,1383800,0.005662251060845799,0.005009903331868944,
2005-02-09 00:00:00-05:00,47.62458913180745,48.03233155798375,47.59400563064037,47.97117233276367,2125800,0.002659840963338474,0.0049661908005907,
2005-02-10 00:00:00-05:00,47.65007860612666,47.746919246572034,47.27291573113799,47.32388305664063,1240000,-0.013585158822140399,0.006181406003697875,
2005-02-11 00:00:00-05:00,47.12510496479649,47.39014126335276,47.094525349023634,47.29330062866211,1275200,-0.0006464455578228269,0.005950850211096288,
2005-02-14 00:00:00-05:00,47.3493697748298,47.50736965416307,47.262724930586245,47.44111251831055,295000,0.0031205557660831567,0.005945393962665358,
2005-02-15 00:00:00-05:00,47.196436374976805,47.32895445793756,47.181146574742,47.20153427124024,900200,-0.005062807665182492,0.006123653889669004,
2005-02-16 00:00:00-05:00,47.15059454709909,47.1811741654511,46.78872147188844,47.02317428588867,1189700,-0.0037858477062671578,0.00621726757553329,
